회원님의 초년운세 흐름은 21세까지 적용이 됩니다. 어려서부터 인기가 많은 사주입니다. 여성에게는 깍쟁이 같다는 소리를 자주 듣겠지만 남성들에게는 꽤나 어필하는 스타일이지요. 10대 중반에 성격이 완성 되는데 이 때 함께한 친구가 평생의 지기가 될 것입니다. 20대 초반에 사랑을 하게 될 것이나 결과가 좋지는 않습니다. 학업성적은 보통보다 좀 나은 편에 해당합니다. 성격은 우유부단하다는 소리를 듣기는 하지만 남이 보지 못하는 내적인 결단력이 있습니다. 20대 중 후반 직장생활을 통해 새로운 전기가 마련되는 운세입니다.,회원님의 중년운세 흐름은 22~51세까지 적용이 됩니다. 생각이 깊은 여성이며 생활력이 강한 시기여서 30대 초반에 자신이 속한 곳에서 이미 책임 있는 자리를 맡게 됩니다. 가정생활도 잘 꾸려가며 사랑도 잘 하는 사람입니다. 처세가 바르고 남에게 신뢰감을 줍니다. 어려움과 성공을 한차례씩 경험하게 되는데 주관이 뚜렷하여 중년 후반부로 갈수록 성공 운이 더 강하게 작용을 합니다. 40대 초반과 50대 초반에 각 한번 큰 기회가 주어집니다. 주변에 항상 나를 지키는 사람이 있는 사주로 그에 따라서 나의 역할과 지위가 변하게 되는 운세입니다.,회원님의 말년운세 흐름은 52세이후 이후부터 적용 됩니다. 재정적인 안정이 도모되고 자식이 자리를 잡으니 더 이상 바랄 것이 없습니다. 60대 초반까지 활동을 계속하는 사주이니 내외적으로 활동을 많이 하게 됩니다. 이름은 젊었을 때보다 더 많이 알려지게 될 것이니 이전에는 재물을 모았다면 이후는 명예를 얻는 시기가 됩니다. 많은 사람들이 자신을 중심으로 모이게 되니 사회에 남을 좋은 일을 하게 되는 팔자입니다.
회원님의 초년운세 흐름은 27세까지 적용이 됩니다. 말수가 없으며 얌전한 성격으로 자라게 됩니다. 10대 중반 이전에 사고수가 있거나 건강의 문제로 병원신세를 지게 됩니다. 다소 몸이 약하게 자라는군요. 생각이 깊고 성품이 온화하여 여성들에게는 깍쟁이라는 소리를 듣지만 남성들에게는 어필을 잘 하게 됩니다. 친구들 보다 먼저 사회초년을 경험하며 사랑도 일찍 시작하게 되는군요. 주변에 도움을 주는 사람이 많으며 조용하지만 외롭지 않게 보내는 운세입니다.,회원님의 중년운세 흐름은 28~57세까지 적용이 됩니다. 바깥으로 활동을 하게 되는데 실은 안에서 관리해야 하는 사주입니다. 일을 즐기지 못하면 오래 가지 못하는 경향이 있습니다. 한 곳에서 오래 머무르지 못하지요. 30대 후반에 이동수가 있으니 해외로 가거나 큰 이사를 경험하게 됩니다. 중년 초반에 새로운 것을 교육받고 새롭게 적응하게 되지요. 안과 밖이 분명한 사람으로 안에서도 성공하고 밖에서도 성공이 가능한 사주입니다. 하지만 다툼수가 많아서 인연을 오래 두지 못하는 단점이 있군요. 40대에 한차례 큰 어려움을 겪을 것이며 50대 이후가 안정입니다.,회원님의 말년운세 흐름은 58세이후 이후부터 적용 됩니다. 삶에 촉촉한 단비가 되는 시기이니 인생에 대한 고찰을 잘 하게 될 겁니다. 자식이 제 자리를 잡고 있으니 근심이 없고 고생한 보람으로 금전적인 안정을 누렸으니 또한 걱정이 없습니다. 가정에서 명예를 얻을 것이니 위아래가 제 역할을 하고 그 공을 모두 본인에게 돌릴 것입니다. 누구보다 명예로운 말년이니 기쁨이 충만합니다. 원하는 것은 무엇이든 할 수 있는 운세이니 삶에 부족함이 없을 것입니다.
회원님의 초년운세 흐름은 28세까지 적용이 됩니다. 초년 시절 학업성적이 뛰어나지는 않습니다. 어려서부터 많은 일을 스스로 경험하며 지내게 되는데 모험심이 강해서 나이에 맞지 않는 일도 많이 하게 됩니다. 장난꾸러기 이며 의리가 강합니다. 친구가 많고 말수가 적으며 생각이 깊습니다. 자신감이 본격적으로 생기기 시작한 것은 10대 후반이며 20대는 여러 가지의 일을 하게 됩니다. 생활에서 독립을 일찍 시작하게 되는 운세입니다.,회원님의 중년운세 흐름은 29~58세까지 적용이 됩니다. 말수가 없는 외유내강의 남자입니다. 중년 운 후반부에 자리를 잡게 될 것이니 직장을 다니는 경우라면 다른 사람에 비해 승진이 빠를 것입니다. 신뢰감을 주는 스타일이어서 따르는 사람도 많습니다. 관리자 격인 사주로 외부로의 영업이나 새로운 분야에 대한 시도는 좋지 않습니다. 만약 사업을 하셨다면 30대 후반과 40대 초반에 큰 어려움을 겪게 될 것입니다. 50대에 들어서 도약의 기회가 다시 찾아오는 운세이니 조급하게 생각해선 안됩니다.,회원님의 말년운세 흐름은 59세이후 이후부터 적용 됩니다. 인생의 황혼기를 알면서 마무리가 되는 운세입니다. 후반에 이룬 것이 있기 때문에 60대 중반까지는 바깥으로 더욱 많은 활동을 하게 되네요. 금전적으로 안정이 되고 명예도 얻습니다. 좋은 일을 하게 되는 시기이군요. 나이 들어 젊어서 보다 더 아름다운 사랑을 하게 될 것이니 여행도 많이 하며 세상을 즐기며 보내게 될 것입니다. 나로 인해 다투는 이가 없으니 모든 분배가 편할 것이며 비로서 베푸는 즐거움을 깨닫게 됩니다. 마지막에 큰 명예를 얻게 될 것입니다.
회원님의 초년운세 흐름은 28세까지 적용이 됩니다. 가정형편이 좋지는 않습니다. 물질적으로 부족한 점은 많지만 가족간의 정신적인 유대는 아주 좋은 환경에서 자라게 됩니다. 무엇이든 받아 들이는 부분이 빠르고 잘 적응을 합니다. 친구들 사이에서도 인기가 많지만 다투기도 많이 합니다. 10대 중 후반에 이미 성격이 형성되니 기분을 숨기지 못하고 얼굴에 다 드러냅니다. 오해도 많이 사는군요. 대쪽 같은 이미지라 마찰도 많이 일으키게 되는 팔자입니다.,회원님의 중년운세 흐름은 29~58세까지 적용이 됩니다. 지나치게 강한 성격 때문에 득도 보고 손해도 많은 시기입니다. 중년 운 초반부인 30대는 성격 탓으로 손해를 많이 보는 시기입니다. 잘못된 판단으로 큰 실수를 하게 되는데 그 상처가 오래갑니다. 30대 후반에 들어서 새로운 분야의 일에 도전하며 점차 안정화 단계에 들어서지요. 40대 초반까지 어려움은 지속되지만 사람들이나 일 외적인 것으로 많은 것을 얻게 됩니다. 진정한 성공의 기회는 40대 후반과 50대 초반에 걸쳐 올 것입니다.,회원님의 말년운세 흐름은 59세이후 이후부터 적용 됩니다. 나이를 먹어도 대쪽 같은 성격은 여전합니다. 불 같은 이미지에 금전적 여유와 명예가 얹혀졌으니 성격이 더 심해지면 심해졌지 부드러워지지는 않습니다. 다만 이래도 사람들이 나를 중심으로 모일 것이니 이룬 것이 워낙 크군요. 일로 인해 외부로 알려지는 시기가 있으니 아마 선행이나 기부를 하게 될 것으로 보입니다. 집안 보다는 다른 곳에 쓰는 재물이 많은 사주입니다. 가정이 평안하니 가정에서 내가 쓰지 않아도 이미 넘치는 재물이 있는 팔자입니다.
회원님의 초년운세 흐름은 23세까지 적용이 됩니다. 가정형편상 공부를 잘 하지는 못합니다. 하지만 두뇌가 뛰어나서 남에게 별로 뒤쳐지는 일은 없습니다. 앞에 나서지 않아도 늘 존재감이 있으며 사소한 것도 놓치지 않는 관찰력과 사물을 깊이 보는 통찰력이 길러집니다. 20대에 들어 두각을 나타내기 시작하며 자신이 속한 곳에서는 어디서나 필요한 사람이 됩니다. 생각이 많고 철학적이어서 함께 하는 사람이 많습니다. 그러나 이러한 부분을 시기하는 적도 많이 생기게 되는 운세입니다.,회원님의 중년운세 흐름은 24~53세까지 적용이 됩니다. 본래 생활력이 대단히 강한 사주이므로 아무리 힘들어도 잡초처럼 일어나는 강한 근성이 있습니다. 30대 초반부터 이미 다양한 일들을 경험하게 되는데 성공과 실패가 지속적으로 반복됩니다. 중년 운 초반부에 이미 굴곡이 있지만 인생이 결정되지는 않습니다. 실패 후 찾아오는 성공이 진짜 성공이므로 반드시 실패와 성공을 동시에 경험하게 됩니다. 중년 후반부로 갈수록 지위와 명성을 얻게 될 것이니 경륜이 쌓여 많은 사람을 거느리게 될 것입니다.,회원님의 말년운세 흐름은 54세이후 이후부터 적용 됩니다. 명예와 지위가 커지고 재정적인 안정이 오게 될 것입니다. 위아래가 모두 평안하게 되니 가정이 최상의 지위가 될 것입니다. 60대에 이미 많은 것을 이루었으니 이후의 여생은 즐기는 여생이 될 것입니다. 학업에 대한 욕구가 강하여 책에 대한 집필이나 연구 활동을 할 것으로 보입니다. 사람을 많이 모으고 내외적인 활동은 지속할 것으로 보이는데 매사의 결과가 최상이 되는 시기입니다.
회원님의 초년운세 흐름은 24세까지 적용이 됩니다. 초년 시절부터 다른 아이 보다는 깊이가 다른 생각을 합니다. 전체적인 행동은 다소 느린 편이며 살이 좀 있는 체형입니다. 성격이 원만하고 이해심이 많은데 10대 초반부터 성격이 형성되기 때문에 평생을 같이 갈 친구들이 초년부터 많이 생기게 됩니다. 타인에게 인기가 많으며 사회초년은 좋은 시작을 보일 것입니다. 20대 중반에 좋은 인연을 만나게 되며 20대 후반에 사고수가 있으니 조심해야 합니다.,회원님의 중년운세 흐름은 25~54세까지 적용이 됩니다. 조직의 최고 보스는 아니지만 중간 보스까지는 승진할 것입니다. 본래 기질이 있는 터라 사람관리를 잘 합니다. 여러 분야에 걸쳐 다양한 인맥을 갖게 되지요. 그러나 재정적인 안정을 가져오지는 못합니다. 30대 후반과 40대 초반 사이에 재정적으로 큰 판단착오를 하게 되는군요. 40대 중반이 넘어서야 복구가 될 것입니다. 가까운 사람에게 사기를 당하게 됩니다. 혼자서 손해를 감수하게 되니 답답하군요. 하지만 40대 중반이 넘어서면 두 배의 복으로 돌아 옵니다. 50대 초반 이후가 안정화 단계입니다.,회원님의 말년운세 흐름은 55세이후 이후부터 적용 됩니다. 말년 초반에 재정과 일 적인 안정이 도모됩니다. 허나 더 이상 일을 하면 건강의 위해가 될 터이니 이제 즐기는 선에서 일을 해야 합니다. 덕이 쌓이고 그간의 일에 대한 위치가 분명하여 나를 찾는 이가 많습니다. 허나 일로서 접근하면 어려움이 많으니 이제 후진 양성을 위해 물러나야 할 때입니다. 여행을 많이 하게 될 것이며 강연이나 집필활동을 하게 되는 경우도 있습니다. 명예가 쌓이는 시점이니 후반부로 갈수록 나의 가치가 더욱 돋보이게 되는 운세입니다.
회원님의 초년운세 흐름은 22세까지 적용이 됩니다. 초년 시절 학업성적이 뛰어나지는 않습니다. 어려서부터 많은 일을 스스로 경험하며 지내게 되는데 모험심이 강해서 나이에 맞지 않는 일도 많이 하게 됩니다. 장난꾸러기 이며 의리가 강합니다. 친구가 많고 말수가 적으며 생각이 깊습니다. 자신감이 본격적으로 생기기 시작한 것은 10대 후반이며 20대는 여러 가지의 일을 하게 됩니다. 생활에서 독립을 일찍 시작하게 되는 운세입니다.,회원님의 중년운세 흐름은 23~52세까지 적용이 됩니다. 말수가 없는 외유내강의 남자입니다. 중년 운 후반부에 자리를 잡게 될 것이니 직장을 다니는 경우라면 다른 사람에 비해 승진이 빠를 것입니다. 신뢰감을 주는 스타일이어서 따르는 사람도 많습니다. 관리자 격인 사주로 외부로의 영업이나 새로운 분야에 대한 시도는 좋지 않습니다. 만약 사업을 하셨다면 30대 후반과 40대 초반에 큰 어려움을 겪게 될 것입니다. 50대에 들어서 도약의 기회가 다시 찾아오는 운세이니 조급하게 생각해선 안됩니다.,회원님의 말년운세 흐름은 53세이후 이후부터 적용 됩니다. 인생의 황혼기를 알면서 마무리가 되는 운세입니다. 후반에 이룬 것이 있기 때문에 60대 중반까지는 바깥으로 더욱 많은 활동을 하게 되네요. 금전적으로 안정이 되고 명예도 얻습니다. 좋은 일을 하게 되는 시기이군요. 나이 들어 젊어서 보다 더 아름다운 사랑을 하게 될 것이니 여행도 많이 하며 세상을 즐기며 보내게 될 것입니다. 나로 인해 다투는 이가 없으니 모든 분배가 편할 것이며 비로서 베푸는 즐거움을 깨닫게 됩니다. 마지막에 큰 명예를 얻게 될 것입니다.
회원님의 초년운세 흐름은 21세까지 적용이 됩니다. 이해심이 많고 살이 좀 있는 편에 속합니다. 성품이 온화하여 친구들 사이에서 인기가 많습니다. 전형적인 학창시절을 보내지만 20대 초반에 집안이 어려운 일을 당하게 됩니다. 전 후가 전혀 다른 모습을 보이니 20대 중 후반에 친구들에 비해 먼저 고생을 시작하게 되는 팔자입니다. 대체로 온화한 성품이지만 생활력과 사회성이 강하게 형성 됩니다. 책임감이 강하여 누구나 함께 일하고 싶어하는 사람이 됩니다.,회원님의 중년운세 흐름은 22~51세까지 적용이 됩니다. 멋스러운 여성생활 보다는 다소 남성적이며 풍성한 이미지로 중년 운을 보내게 될 것입니다. 남성보다 의리가 강하며 카리스마가 있어서 어느 곳에서든 본인 중심의 리드를 합니다. 30대 초반과 중반에 이미 가정을 잘 다스리는 지혜를 터득할 것이며 40대는 새로운 분야의 일에 도전을 하게 됩니다. 여행을 많이 다니게 될 것이며 50대 초반에 가장의 역할을 하게 됩니다. 재주 보다는 사회성으로 성공하게 되는 스타일 입니다.,회원님의 말년운세 흐름은 52세이후 이후부터 적용 됩니다. 자식으로 인해 큰 영예를 누리게 될 것입니다. 세상에 나의 이름이 알려지니 새롭게 행한 일이 아니라 이미 행한 일로 알려지게 됩니다. 이전에 행했던 좋은 일들이나 덕들이 크게 되어 돌아오는 시기로 금전적으로 여유도 있고 선행에 대한 명예도 얻습니다. 자식들이 성공하여 나를 찾으니 보람이 클 것이며 나로 인해 살아가는 사람이 생기니 베풀어야 할 사람도 있습니다. 모두가 여유로울 것이니 지난 공덕이 크게 돌아오기 때문입니다.
회원님의 초년운세 흐름은 22세까지 적용이 됩니다. 튀지 않는 스타일로 조용하고 차분하게 초년을 보내게 됩니다. 학업성적은 좋은 편에 속하며 특별히 문제를 일으키지 않습니다. 크게 티가 나지 않아서 어디를 가나 있는 듯 없는 듯 조용히 지내게 됩니다. 타고난 성품이 그러하며 20대 후반에 들어와서 조금이나마 성격을 활달하게 바꾸려는 노력을 하게 됩니다. 그러나 크게 바뀌지는 않지요. 천상 여자의 성품으로 보내게 되며 사랑에 일찍 눈을 뜨니 20대 중반에 사랑을 하게 됩니다.,회원님의 중년운세 흐름은 23~52세까지 적용이 됩니다. 현모양처의 사주인데 남편의 격에 따라 많은 변화가 있게 됩니다. 본디 밖으로 활동하는 것을 꺼려하는 사주인데 30대 후반까지는 가정 형편상 바깥활동을 하게 되고 그 이후는 본인의 의지로 계속 활동하게 됩니다. 지고지순의 성격이라 배신을 하지 않고 한 번 믿는 사람은 끝까지 믿습니다. 그러다 보니 손해를 보는 경우도 많지요. 40대 초반에 일을 쉬게 될 기회가 생길 것이며 40대 후반부에 가서 자리를 잡게 됩니다. 50대에 들어서 재물을 모을 기회가 생깁니다.,회원님의 말년운세 흐름은 53세이후 이후부터 적용 됩니다. 일은 이미 마친지 오래입니다. 자식이 명예를 얻고 남편이 금전을 얻었으니 부족함이 없습니다. 금전보다 명예가 더 클 것이니 자식이 이를 얻어 부모에게 바치는 형국입니다. 세상에 나의 이름이 알려질 기회가 있으니 이 또한 자식을 통해 이루어집니다. 이동 수가 많으니 여행을 많이 다닐 것이며 활동을 늦게 까지 한 경우는 강연이나 집필활동을 하게 됩니다. 젊은 사람을 많이 만나게 되는 일을 할 것이니 나이 들어 세상을 즐기는 지혜를 깨닫게 될 것입니다.
회원님의 초년운세 흐름은 26세까지 적용이 됩니다. 어려서부터 인기가 많은 사주입니다. 여성에게는 깍쟁이 같다는 소리를 자주 듣겠지만 남성들에게는 꽤나 어필하는 스타일이지요. 10대 중반에 성격이 완성 되는데 이 때 함께한 친구가 평생의 지기가 될 것입니다. 20대 초반에 사랑을 하게 될 것이나 결과가 좋지는 않습니다. 학업성적은 보통보다 좀 나은 편에 해당합니다. 성격은 우유부단하다는 소리를 듣기는 하지만 남이 보지 못하는 내적인 결단력이 있습니다. 20대 중 후반 직장생활을 통해 새로운 전기가 마련되는 운세입니다.,회원님의 중년운세 흐름은 27~56세까지 적용이 됩니다. 생각이 깊은 여성이며 생활력이 강한 시기여서 30대 초반에 자신이 속한 곳에서 이미 책임 있는 자리를 맡게 됩니다. 가정생활도 잘 꾸려가며 사랑도 잘 하는 사람입니다. 처세가 바르고 남에게 신뢰감을 줍니다. 어려움과 성공을 한차례씩 경험하게 되는데 주관이 뚜렷하여 중년 후반부로 갈수록 성공 운이 더 강하게 작용을 합니다. 40대 초반과 50대 초반에 각 한번 큰 기회가 주어집니다. 주변에 항상 나를 지키는 사람이 있는 사주로 그에 따라서 나의 역할과 지위가 변하게 되는 운세입니다.,회원님의 말년운세 흐름은 57세이후 이후부터 적용 됩니다. 재정적인 안정이 도모되고 자식이 자리를 잡으니 더 이상 바랄 것이 없습니다. 60대 초반까지 활동을 계속하는 사주이니 내외적으로 활동을 많이 하게 됩니다. 이름은 젊었을 때보다 더 많이 알려지게 될 것이니 이전에는 재물을 모았다면 이후는 명예를 얻는 시기가 됩니다. 많은 사람들이 자신을 중심으로 모이게 되니 사회에 남을 좋은 일을 하게 되는 팔자입니다.
